PLAYER,TEAM,TEAM_ID,SEASON,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
Swin Cash,Chicago Sky,1611661329,2012,34,30,66.8,33.2,52.4,11.7,26.7,8.6,20.9,19.5,40.7,43.6,56.4,93.8,6.3,56.3,43.7
Sydney Carter,Chicago Sky,1611661329,2012,1,8.8,66.7,33.3,100,50,0,50,0,0,50,0,100,0,0,0,100
Sylvia Fowles,Chicago Sky,1611661329,2012,25,31.1,100,0,77.3,2.5,0,8.1,22.7,24.9,74.9,72.6,27.4,0,0,72.6,27.4
Tamera Young,Chicago Sky,1611661329,2012,33,24.4,99.6,0.4,85.3,30.9,0,14,14.7,25,54.4,62.9,37.1,0,0,62.9,37.1
Ticha Penicheiro,Chicago Sky,1611661329,2012,19,12.7,55.9,44.1,54.5,24.2,27.3,12.1,18.2,27.3,30.3,22.2,77.8,100,0,41.7,58.3
Allie Quigley,Chicago Sky,1611661329,2013,34,9.4,64.5,35.5,48.1,31,39.5,4.7,12.4,20.2,17.1,38.7,61.3,70.6,29.4,50,50
Avery Warley-Talbert,Chicago Sky,1611661329,2013,14,8.1,100,0,77.8,0,0,0,22.2,22.2,77.8,42.9,57.1,0,0,42.9,57.1
Carolyn Swords,Chicago Sky,1611661329,2013,16,11.3,100,0,88.1,6.8,0,3.4,11.9,8.5,81.4,76.9,23.1,0,0,76.9,23.1
Courtney Vandersloot,Chicago Sky,1611661329,2013,33,29.8,79.1,20.9,61.6,19.4,17.6,13.8,20.8,16.6,42.2,21.3,78.7,82.4,17.6,31.1,68.9
Elena Delle Donne,Chicago Sky,1611661329,2013,30,31.4,76.2,23.8,47.9,18.8,23.2,7.6,28.9,18.2,29.1,40.8,59.2,83.3,16.7,51.2,48.8
Epiphanny Prince,Chicago Sky,1611661329,2013,31,30,60.9,39.1,37.4,17.2,39.4,7.1,23.2,15.7,20.2,14.9,85.1,59,41,33.1,66.9
Michelle Campbell,Chicago Sky,1611661329,2013,31,7.7,100,0,59.3,25.9,0,9.3,40.7,25.9,33.3,81.3,18.8,0,0,81.3,18.8
Sharnee Zoll-Norman,Chicago Sky,1611661329,2013,19,9.7,78.6,21.4,70.6,35.3,0,0,29.4,0,35.3,16.7,83.3,0,0,16.7,83.3
Shay Murphy,Chicago Sky,1611661329,2013,34,11.1,55.4,44.6,53.3,11.4,28.6,15.2,18.1,32.4,41.9,46.4,53.6,90,10,57.9,42.1
Swin Cash,Chicago Sky,1611661329,2013,34,28.3,77.8,22.2,63.7,18.3,16.1,8.2,20.2,23.3,45.4,63.4,36.6,88.2,11.8,66.9,33.1
Sylvia Fowles,Chicago Sky,1611661329,2013,32,31.3,100,0,76.2,3.5,0,11.2,23.8,18.1,72.7,66.2,33.8,0,0,66.2,33.8
Tamera Young,Chicago Sky,1611661329,2013,33,18.1,99.5,0.5,87.6,38.9,0,8.6,12.4,16.8,48.6,67.9,32.1,0,0,67.9,32.1
Aaryn Ellenberg,Chicago Sky,1611661329,2014,2,0.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Allie Quigley,Chicago Sky,1611661329,2014,34,24.8,67.3,32.7,54.2,34.7,32.4,9.2,13.4,12.9,19.5,45.6,54.4,80.5,19.5,55.6,44.4
Courtney Clements,Chicago Sky,1611661329,2014,33,11.4,76.8,23.2,72.7,50,13.6,17,13.7,17,22.7,43.8,56.3,100,0,50,50
Courtney Vandersloot,Chicago Sky,1611661329,2014,17,26.5,79.5,20.5,61.8,14.6,22,12.2,16.2,13,47.2,15.8,84.2,66.7,33.3,25.5,74.5
Elena Delle Donne,Chicago Sky,1611661329,2014,16,25.5,74.1,25.9,49.7,22.4,21,6.3,29.3,14.3,27.3,45.1,54.9,100,0,57.1,42.9
Epiphanny Prince,Chicago Sky,1611661329,2014,26,32.3,69.5,30.5,46.5,22,24.6,11,28.9,18.4,24.6,26.4,73.6,62.5,37.5,35.8,64.2
Gennifer Brandon,Chicago Sky,1611661329,2014,16,7.6,100,0,78.6,14.3,0,17.9,21.4,39.3,64.3,63.6,36.4,0,0,63.6,36.4
Jamierra Faulkner,Chicago Sky,1611661329,2014,34,20.4,81.5,18.5,62.2,13.5,14.6,32.6,23.2,22.8,48.7,18.1,81.9,84.6,15.4,27.1,72.9
Jessica Breland,Chicago Sky,1611661329,2014,32,26.5,99,1,86.8,43.7,0,0.6,13.2,12.9,43.1,77,23,0,0,77,23
Markeisha Gatling,Chicago Sky,1611661329,2014,29,11,100,0,85.2,5.6,0,1.9,14.8,13.9,79.6,78.3,21.7,0,0,78.3,21.7
Sasha Goodlett,Chicago Sky,1611661329,2014,34,12.9,100,0,77.2,12.3,0,12.3,22.8,26.3,64.9,75,25,0,0,75,25
Sylvia Fowles,Chicago Sky,1611661329,2014,20,29.8,100,0,75.7,2.2,0,7.5,24.3,16.5,73.4,72.3,27.7,0,0,72.3,27.7
Tamera Young,Chicago Sky,1611661329,2014,34,27.6,100,0,86.8,41.2,0,8.3,13.2,18.4,45.6,71.7,28.3,0,0,71.7,28.3
Allie Quigley,Chicago Sky,1611661329,2015,32,22.5,67.4,32.6,58.8,33.3,30.5,14.7,10.7,19.8,25.4,42.3,57.7,77.8,22.2,51.4,48.6
Betnijah Laney,Chicago Sky,1611661329,2015,32,12.9,93.9,6.1,83,46.8,0,9.6,17,37.2,36.2,69.2,30.8,0,0,69.2,30.8
Cappie Pondexter,Chicago Sky,1611661329,2015,29,30.2,83,17,64.1,35.5,16.6,17.5,19.3,13.1,28.6,28.8,71.2,91.7,8.3,38,62
Cheyenne Parker,Chicago Sky,1611661329,2015,30,9.3,100,0,84.8,6.1,0,9.1,15.2,9.1,78.8,78.6,21.4,0,0,78.6,21.4
Clarissa Dos Santos,Chicago Sky,1611661329,2015,31,17.6,100,0,79.8,8.6,0,14.1,20.2,20.9,71.2,67.7,32.3,0,0,67.7,32.3
Courtney Vandersloot,Chicago Sky,1611661329,2015,34,29.8,71.4,28.6,58.8,17.5,24.7,18.8,16.5,16.2,41.2,19.3,80.7,68.8,31.3,30.1,69.9
Elena Delle Donne,Chicago Sky,1611661329,2015,31,33.3,74.1,25.9,54.1,16.8,17.4,10.6,28.5,17.7,37.2,34.7,65.3,83.3,16.7,43.3,56.7
Erika de Souza,Chicago Sky,1611661329,2015,17,19.3,100,0,89.4,8.5,0,7.4,10.6,11.7,80.9,71.4,28.6,0,0,71.4,28.6
Jacki Gemelos,Chicago Sky,1611661329,2015,17,5,50,50,52.6,21.1,47.4,10.5,0,10.5,31.6,40,60,100,0,62.5,37.5
Jamierra Faulkner,Chicago Sky,1611661329,2015,33,9.6,83.5,16.5,75.6,16.3,8.9,20.7,15.5,22.2,59.3,27.5,72.5,100,0,32.7,67.3
Jessica Breland,Chicago Sky,1611661329,2015,33,21.4,100,0,89.2,45.9,0,11.3,10.8,12.2,43.2,79.8,20.2,0,0,79.8,20.2
Sasha Goodlett,Chicago Sky,1611661329,2015,16,13.1,100,0,82.4,0,0,0,17.6,20.6,82.4,85.7,14.3,0,0,85.7,14.3
Tamera Young,Chicago Sky,1611661329,2015,19,17.1,100,0,72.1,32.6,0,5.8,27.9,11.6,39.5,74.2,25.8,0,0,74.2,25.8
Victoria Macaulay,Chicago Sky,1611661329,2015,4,6.2,100,0,100,100,0,0,0,50,0,50,50,0,0,50,50
Allie Quigley,Chicago Sky,1611661329,2016,34,17.8,70.1,29.9,61.5,34.8,28,16.1,10.5,17.4,26.7,54.5,45.5,83.3,16.7,61.2,38.8
Betnijah Laney,Chicago Sky,1611661329,2016,8,5.3,91.7,8.3,50,25,0,0,50,0,25,50,50,0,0,50,50
Cappie Pondexter,Chicago Sky,1611661329,2016,33,27.5,87.6,12.4,68.7,42.8,12,12.5,19.3,18.1,25.9,32.2,67.8,94.1,5.9,38.7,61.3
Cheyenne Parker,Chicago Sky,1611661329,2016,25,12.6,98.8,1.2,83.2,9.9,0,5.9,16.8,17.8,73.3,64.3,35.7,0,0,64.3,35.7
Clarissa Dos Santos,Chicago Sky,1611661329,2016,20,9.3,98.3,1.7,70.2,35.1,0,0,29.8,12.3,35.1,75,25,0,0,75,25
Courtney Vandersloot,Chicago Sky,1611661329,2016,30,24.3,67.7,32.3,49.3,13.4,27.5,15.8,23.2,20.8,35.9,21.4,78.6,88.5,11.5,39.6,60.4
Elena Delle Donne,Chicago Sky,1611661329,2016,28,33.2,77.1,22.9,56.9,19.6,21.5,8.8,21.6,14.8,37.3,49.1,50.9,76.7,23.3,54.7,45.3
Erika de Souza,Chicago Sky,1611661329,2016,31,16.6,100,0,85.1,5.5,0,3.9,14.9,11,79.6,62.3,37.7,0,0,62.3,37.7
Imani McGee-Stafford,Chicago Sky,1611661329,2016,31,19,100,0,84.1,10.6,0,7.2,15.9,18.8,73.4,67.8,32.2,0,0,67.8,32.2
Jamierra Faulkner,Chicago Sky,1611661329,2016,34,19.3,72.5,27.5,60.2,11.3,24.8,18.4,15,28.2,48.9,18.8,81.3,90.9,9.1,34.3,65.7
Jessica Breland,Chicago Sky,1611661329,2016,34,17.2,100,0,84.9,42.9,0,7.3,15.1,16.6,42,77,23,0,0,77,23
Tamera Young,Chicago Sky,1611661329,2016,32,25.8,99.2,0.8,82.1,32.2,0,22.7,17.9,18.3,49.8,63.4,36.6,0,0,63.4,36.6
Adut Bulgak,Chicago Sky,1611661329,2017,5,12.3,86.4,13.6,72.7,18.2,13.6,0,13.7,22.7,54.5,62.5,37.5,100,0,66.7,33.3
Allie Quigley,Chicago Sky,1611661329,2017,31,32.3,52.6,47.4,44.8,20,45.4,17.3,9.8,16.3,24.8,54.4,45.6,76.6,23.4,63.4,36.6
Amber Harris,Chicago Sky,1611661329,2017,27,5.9,77.1,22.9,88.4,27.9,0,4.7,11.6,9.3,60.5,84.2,15.8,0,0,84.2,15.8
Bashaara Graves,Chicago Sky,1611661329,2017,10,9.2,100,0,84.6,7.7,0,30.8,15.4,23.1,76.9,72.7,27.3,0,0,72.7,27.3
Cappie Pondexter,Chicago Sky,1611661329,2017,29,27.2,87.9,12.1,69.5,34.4,9.7,21.1,20.8,16.1,35.1,36.1,63.9,100,0,41.5,58.5
Cheyenne Parker,Chicago Sky,1611661329,2017,23,12.4,95.7,4.3,73.6,2.3,0,6.9,26.4,13.8,71.3,56.3,43.8,0,0,56.3,43.8
Courtney Vandersloot,Chicago Sky,1611661329,2017,27,30.3,72.4,27.6,65,19.3,25.1,19.6,9.9,16.4,45.7,36.6,63.4,73.1,26.9,44.1,55.9
Imani McGee-Stafford,Chicago Sky,1611661329,2017,22,15.5,97,3,85.1,25.7,3,9.9,11.9,14.9,59.4,69.8,30.2,100,0,70.5,29.5
Jessica Breland,Chicago Sky,1611661329,2017,34,24.5,92.8,7.2,81.1,29.7,7.4,9,11.5,20.4,51.4,74,26,100,0,75.5,24.5
Jordan Hooper,Chicago Sky,1611661329,2017,10,18.6,19.3,80.7,13.3,3.3,85,13.3,1.7,30,10,75,25,94.1,5.9,90.5,9.5
Kahleah Copper,Chicago Sky,1611661329,2017,34,14.3,81.8,18.2,67.5,17.5,13.2,21.9,19.3,21.1,50,49.4,50.6,100,0,55.2,44.8
Keisha Hampton,Chicago Sky,1611661329,2017,19,7.8,37.9,62.1,26.1,5.8,65.2,20.3,8.7,20.3,20.3,44.4,55.6,93.3,6.7,75,25
Makayla Epps,Chicago Sky,1611661329,2017,17,3.8,72.2,27.8,54.5,0,0,36.4,45.5,18.2,54.5,33.3,66.7,0,0,33.3,66.7
Stefanie Dolson,Chicago Sky,1611661329,2017,33,29.3,79.5,20.5,68.1,21.3,19.4,3.5,12.5,9,46.8,85.9,14.1,100,0,88.1,11.9
Tamera Young,Chicago Sky,1611661329,2017,24,29,74.3,25.7,56.6,20.5,27,16.4,16.4,21.3,36.1,50.7,49.3,95.5,4.5,61.5,38.5
Alaina Coates,Chicago Sky,1611661329,2018,32,11.4,100,0,77.1,9.2,0,8.3,22.9,16.5,67.9,73.8,26.2,0,0,73.8,26.2
Alex Montgomery,Chicago Sky,1611661329,2018,19,6.4,84.2,15.8,53.3,26.7,20,13.3,26.7,13.3,26.7,75,25,100,0,80,20
Allie Quigley,Chicago Sky,1611661329,2018,32,29.7,55.7,44.3,44.6,22.3,44.4,16.6,11,20.1,22.3,67.3,32.7,83.6,16.4,73.8,26.2
Amber Harris,Chicago Sky,1611661329,2018,1,2.2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Astou Ndour-Fall,Chicago Sky,1611661329,2018,22,11.6,71.8,28.2,59.4,19.8,20.8,16.8,19.8,16.8,39.6,80,20,100,0,83.8,16.2
Chelsea Hopkins,Chicago Sky,1611661329,2018,4,14.5,100,0,85.7,0,0,42.9,14.3,42.9,85.7,100,0,0,0,100,0
Cheyenne Parker,Chicago Sky,1611661329,2018,34,19.7,92.1,7.9,72,12.4,5.3,2.1,22.7,7.1,59.6,70.5,29.5,83.3,16.7,71.1,28.9
Courtney Vandersloot,Chicago Sky,1611661329,2018,30,31.8,59.4,40.6,48.7,10.7,36.1,16.3,15.2,16,38,45.1,54.9,66.7,33.3,52.2,47.8
Diamond DeShields,Chicago Sky,1611661329,2018,34,28.5,68.8,31.2,51.5,12.7,24.5,16.6,24,24.1,38.9,53.2,46.8,95,5,63.3,36.7
Gabby Williams,Chicago Sky,1611661329,2018,34,23,89,11,76.9,16.2,8.5,19,14.6,23.1,60.7,71.6,28.4,100,0,73.5,26.5
Jamierra Faulkner,Chicago Sky,1611661329,2018,17,21.2,53,47,41.9,7.8,44.2,14,13.9,16.3,34.1,14.8,85.2,78.9,21.1,41.3,58.7
Kahleah Copper,Chicago Sky,1611661329,2018,33,15.9,68.6,31.4,48.5,15.3,30.6,11.5,20.9,19.6,33.2,59.6,40.4,100,0,71.6,28.4
Linnae Harper,Chicago Sky,1611661329,2018,24,6.1,72.3,27.7,62.5,20.8,25,8.3,12.5,12.5,41.7,26.7,73.3,100,0,42.1,57.9
Stefanie Dolson,Chicago Sky,1611661329,2018,27,27.6,77.3,22.7,67.9,22.1,20.6,5.7,11.5,9.5,45.8,80.9,19.1,100,0,84.1,15.9
Allie Quigley,Chicago Sky,1611661329,2019,34,28.6,47.8,52.2,38.8,20.5,51.2,14.1,10,17.1,18.3,63.7,36.3,88.8,11.3,75.4,24.6
Astou Ndour-Fall,Chicago Sky,1611661329,2019,21,17.5,72,28,61.5,11.2,29.4,7,9.1,15.4,50.3,79.5,20.5,100,0,84.5,15.5
Cheyenne Parker,Chicago Sky,1611661329,2019,34,19.7,92.3,7.7,68.2,4,5,4,26.8,9.7,64.2,72.5,27.5,100,0,73.8,26.2
Chloe Jackson,Chicago Sky,1611661329,2019,8,4,100,0,80,40,0,0,20,0,40,100,0,0,0,100,0
Courtney Vandersloot,Chicago Sky,1611661329,2019,33,30,64.2,35.8,56.4,11.4,25.2,19.2,18.4,20.9,45,33.7,66.3,71,29,42.2,57.8
Diamond DeShields,Chicago Sky,1611661329,2019,34,30.2,67.2,32.8,51.5,13.8,27.2,23,21.3,21.4,37.7,54.9,45.1,94,6,65.1,34.9
Gabby Williams,Chicago Sky,1611661329,2019,33,16,77.3,22.7,73.1,12.9,11.3,12.9,15.6,23.7,60.2,39.7,60.3,100,0,45.3,54.7
Jamierra Faulkner,Chicago Sky,1611661329,2019,13,5.6,50,50,58.8,11.8,17.6,5.9,23.6,5.9,47.1,40,60,100,0,50,50
Jantel Lavender,Chicago Sky,1611661329,2019,23,26.9,87.1,12.9,84,28.6,7.8,2.6,8.2,15.2,55.4,83.5,16.5,100,0,84.5,15.5
Kahleah Copper,Chicago Sky,1611661329,2019,34,14.8,76,24,56.4,14.1,19.8,16.7,23.8,18.5,42.3,45.3,54.7,93.3,6.7,54.4,45.6
Katie Lou Samuelson,Chicago Sky,1611661329,2019,20,7.6,23.7,76.3,16.7,4.2,50,10.4,33.3,18.8,12.5,100,0,100,0,100,0
Kayla Alexander,Chicago Sky,1611661329,2019,3,6.6,100,0,66.7,44.4,0,0,33.3,44.4,22.2,100,0,0,0,100,0
Stefanie Dolson,Chicago Sky,1611661329,2019,34,25,64.4,35.6,57.6,16.5,28.5,1.3,13.9,11.7,41.1,86.8,13.2,100,0,90.1,9.9
Victoria Macaulay,Chicago Sky,1611661329,2019,5,4.4,100,0,66.7,0,0,0,33.3,33.3,66.7,50,50,0,0,50,50
Alexis Prince,Chicago Sky,1611661329,2020,2,8,40,60,25,0,75,37.5,0,0,25,0,100,100,0,66.7,33.3
Alisia Jenkins,Chicago Sky,1611661329,2020,2,1.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Allie Quigley,Chicago Sky,1611661329,2020,22,28.7,53.8,46.2,49.1,30.2,40.8,7.1,10.1,14.2,18.9,54.2,45.8,78.3,21.7,62.8,37.2
Azurá Stevens,Chicago Sky,1611661329,2020,13,27.3,66.9,33.1,58.7,10.7,30,2.7,11.3,15.3,48,75,25,100,0,81.4,18.6
Cheyenne Parker,Chicago Sky,1611661329,2020,20,24.9,81.7,18.3,61.2,6,16.8,1.5,22,18.3,55.2,72,28,93.3,6.7,75.3,24.7
Courtney Vandersloot,Chicago Sky,1611661329,2020,22,31.5,65.1,34.9,51.3,12.7,30,6.3,18.7,14,38.7,20.8,79.2,80,20,37.4,62.6
Diamond DeShields,Chicago Sky,1611661329,2020,13,17.2,78.3,21.7,74.2,20.2,10.1,21.3,15.7,34.8,53.9,63.6,36.4,100,0,66.7,33.3
Gabby Williams,Chicago Sky,1611661329,2020,22,24.8,55.7,44.3,55.3,12.9,35.3,10.6,9.4,21.8,42.4,61.7,38.3,100,0,73.1,26.9
Kahleah Copper,Chicago Sky,1611661329,2020,22,31.3,77.1,22.9,68.1,19,19.3,12.3,12.6,22.1,49.1,52.3,47.7,100,0,59.8,40.2
Ruthy Hebard,Chicago Sky,1611661329,2020,22,14.6,100,0,92.8,12.8,0,4.8,7.2,12,80,82.8,17.2,0,0,82.8,17.2
Stefanie Dolson,Chicago Sky,1611661329,2020,15,18.2,54.9,45.1,47.9,8.3,37.5,0,14.6,4.2,39.6,69.6,30.4,100,0,80,20
Stella Johnson,Chicago Sky,1611661329,2020,4,1.5,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Stephanie Mavunga,Chicago Sky,1611661329,2020,5,7.2,72.7,27.3,100,0,0,0,0,20,100,80,20,0,0,80,20
Sydney Colson,Chicago Sky,1611661329,2020,17,6.5,57.1,42.9,42.9,14.3,32.1,0,25,25,28.6,16.7,83.3,100,0,44.4,55.6
Allie Quigley,Chicago Sky,1611661329,2021,26,24.4,55.9,44.1,39.1,19.2,47.2,12.5,13.7,15.7,19.8,68.7,31.3,92.6,7.4,79.3,20.7
Astou Ndour-Fall,Chicago Sky,1611661329,2021,20,17.1,70.7,29.3,57.6,1.5,18.2,4.5,24.2,27.3,56.1,81.6,18.4,100,0,84.8,15.2
Azurá Stevens,Chicago Sky,1611661329,2021,30,19.6,75,25,67.9,7.2,20.4,12.2,11.7,15.8,60.6,74.7,25.3,100,0,78.9,21.1
Brittany Boyd-Jones,Chicago Sky,1611661329,2021,2,11.2,50,50,0,0,75,0,25,0,0,0,0,100,0,100,0
Candace Parker,Chicago Sky,1611661329,2021,23,26.8,71.1,28.9,60.1,3.9,23.5,7.5,16.4,18.6,56.2,56.5,43.5,87.5,12.5,62.9,37.1
Courtney Vandersloot,Chicago Sky,1611661329,2021,32,30.5,65.1,34.9,55.4,15.5,32.1,18.5,12.5,19.9,39.9,40.9,59.1,72.2,27.8,49.6,50.4
Dana Evans,Chicago Sky,1611661329,2021,23,8.6,42.5,57.5,20,6.7,56.7,4.4,23.3,24.4,13.3,22.2,77.8,64.7,35.3,50,50
Diamond DeShields,Chicago Sky,1611661329,2021,32,26.9,74.4,25.6,54.8,9.4,19.9,19.1,25.3,20.8,45.4,63.6,36.4,95.8,4.2,69.9,30.1
Kahleah Copper,Chicago Sky,1611661329,2021,32,30.8,77.5,22.5,63.6,8.7,16.9,21,19.5,21.4,55,66.7,33.3,100,0,71.7,28.3
Lexie Brown,Chicago Sky,1611661329,2021,17,9.5,13.2,86.8,14.3,7.1,85.7,0,0,10.7,7.1,50,50,87.5,12.5,80,20
Natasha Mack,Chicago Sky,1611661329,2021,3,5.3,100,0,66.7,0,0,0,33.3,33.3,66.7,100,0,0,0,100,0
Ruthy Hebard,Chicago Sky,1611661329,2021,30,16.8,98.6,1.4,84.4,8.1,0,2.3,15.6,17.9,76.3,72.6,27.4,0,0,72.6,27.4
Shyla Heal,Chicago Sky,1611661329,2021,4,7.9,62.5,37.5,25,0,0,0,75,25,25,0,100,0,0,0,100
Stefanie Dolson,Chicago Sky,1611661329,2021,24,20,67.8,32.2,58.1,10.1,31.8,5,10.1,11.2,48,88.5,11.5,94.7,5.3,90.1,9.9
Stephanie Watts,Chicago Sky,1611661329,2021,6,14,47.4,52.6,40,0,20,6.7,40,13.3,40,66.7,33.3,100,0,75,25
Allie Quigley,Chicago Sky,1611661329,2022,34,26.3,53.6,46.4,41.5,8.3,38.9,13.5,19.6,10.4,33.2,75,25,88,12,80,20
Anneli Maley,Chicago Sky,1611661329,2022,4,11.1,50,50,25,0,75,0,0,0,25,100,0,100,0,100,0
Azurá Stevens,Chicago Sky,1611661329,2022,35,21.9,63.5,36.5,58.2,10.2,34,11.9,7.8,14.3,48,78.7,21.3,95.2,4.8,83.3,16.7
Candace Parker,Chicago Sky,1611661329,2022,32,28.2,61.1,38.9,55.5,12.8,29.9,11.1,14.6,25.1,42.7,65.8,34.2,95.2,4.8,73.6,26.4
Courtney Vandersloot,Chicago Sky,1611661329,2022,32,26.5,72.1,27.9,56.9,6.4,23.1,12.8,20,13,50.5,46.7,53.3,82.8,17.2,54.4,45.6
Dana Evans,Chicago Sky,1611661329,2022,33,11.5,48.5,51.5,38,8.5,46.5,11.3,15.5,19.7,29.6,63,37,72.7,27.3,67.3,32.7
Emma Meesseman,Chicago Sky,1611661329,2022,36,28.6,88.8,11.2,80.8,18.8,8.7,5.4,10.5,15.8,62.1,87.3,12.7,100,0,88.1,11.9
Julie Allemand,Chicago Sky,1611661329,2022,25,16.1,48.3,51.7,43.2,8.1,36.5,0,20.3,12.2,35.1,62.5,37.5,88.9,11.1,72,28
Kaela Davis,Chicago Sky,1611661329,2022,1,9.9,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Kahleah Copper,Chicago Sky,1611661329,2022,31,28.8,72.4,27.6,57.4,5.7,22.1,24,20.5,19.1,51.6,67.9,32.1,100,0,74.4,25.6
Li Yueru,Chicago Sky,1611661329,2022,16,5.1,100,0,57.1,0,0,7.1,42.9,14.3,57.1,87.5,12.5,0,0,87.5,12.5
Rebekah Gardner,Chicago Sky,1611661329,2022,35,21.7,80.4,19.6,68.5,9.5,15.3,20,16.2,27.8,59,50.5,49.5,100,0,56.9,43.1
Ruthy Hebard,Chicago Sky,1611661329,2022,24,9.7,100,0,89.3,7.1,0,10.7,10.7,17.9,82.1,92,8,0,0,92,8
Sparkle Taylor,Chicago Sky,1611661329,2022,2,12.3,83.3,16.7,90.9,54.5,0,18.2,9.1,18.2,36.4,40,60,0,0,40,60
Tina Krajisnik,Chicago Sky,1611661329,2022,2,2.7,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Alanna Smith,Chicago Sky,1611661329,2023,15,27.7,62.9,37.1,57.7,5.1,26.9,15.4,15.4,12.2,52.6,75.6,24.4,100,0,81.4,18.6
Courtney Williams,Chicago Sky,1611661329,2023,15,30.6,69.8,30.2,55.3,29.3,41.5,14.6,3.2,17.9,26,35.3,64.7,94.1,5.9,54.9,45.1
Dana Evans,Chicago Sky,1611661329,2023,14,22.9,55.3,44.7,51.1,13.5,31.6,8.3,17.3,24.1,37.6,38.2,61.8,85.7,14.3,52.1,47.9
Elizabeth Williams,Chicago Sky,1611661329,2023,15,28.1,100,0,91.1,3.3,0,4.9,8.9,18.7,87.8,85.7,14.3,0,0,85.7,14.3
Kahleah Copper,Chicago Sky,1611661329,2023,14,31.4,76.3,23.7,58.3,21.7,27.4,21.3,14.3,20.9,36.5,64.2,35.8,95.2,4.8,71.6,28.4
Khaalia Hillsman,Chicago Sky,1611661329,2023,1,0.9,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Kristine Anigwe,Chicago Sky,1611661329,2023,9,9.1,95.5,4.5,80,0,0,16,20,24,80,50,50,0,0,50,50
Marina Mabrey,Chicago Sky,1611661329,2023,14,30.5,60.3,39.7,45.7,17.9,35,16.6,19.3,18.4,27.8,41.2,58.8,65.4,34.6,49.4,50.6
Morgan Bertsch,Chicago Sky,1611661329,2023,7,17.2,74.3,25.7,60.5,9.3,27.9,27.9,11.6,23.3,51.2,84.6,15.4,100,0,88.2,11.8
Rebekah Gardner,Chicago Sky,1611661329,2023,3,19.8,64.3,35.7,28.6,0,42.9,42.9,28.5,52.4,28.6,0,100,100,0,50,50
Robyn Parks,Chicago Sky,1611661329,2023,12,13,35.7,64.3,21.6,0,73,13.5,5.4,8.1,21.6,75,25,100,0,92.3,7.7
Sika Koné,Chicago Sky,1611661329,2023,11,8.9,91.7,8.3,63.4,0,0,9.8,36.6,14.6,63.4,69.2,30.8,0,0,69.2,30.8
Taylor Soule,Chicago Sky,1611661329,2023,5,5.5,85.7,14.3,28.6,0,0,0,71.4,0,28.6,100,0,0,0,100,0
Alyssa Thomas,Connecticut Sun,1611661323,1997,16,36.9,100,0,75.5,7.7,0,12,24.5,24.9,67.8,60.2,39.8,0,0,60.2,39.8
Brionna Jones,Connecticut Sun,1611661323,1997,13,31.7,97.1,2.9,75.4,7.7,2.9,4.8,21.7,21.3,67.6,74.4,25.6,100,0,75,25
DeWanna Bonner,Connecticut Sun,1611661323,1997,16,29.3,59.9,40.1,44,9.2,33,20.9,23,25.5,34.8,72.6,27.4,83.9,16.1,76.3,23.7
DiJonai Carrington,Connecticut Sun,1611661323,1997,14,16,71.3,28.7,51.7,0,27.5,25,20.8,20,51.7,64.5,35.5,90.9,9.1,71.4,28.6
Lauren Cox,Connecticut Sun,1611661323,1997,1,0.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Leigha Brown,Connecticut Sun,1611661323,1997,9,4,66.7,33.3,0,0,0,0,100,0,0,0,0,0,0,0,0
Liz Dixon,Connecticut Sun,1611661323,1997,2,3.3,100,0,100,0,0,0,0,0,100,50,50,0,0,50,50
Natisha Hiedeman,Connecticut Sun,1611661323,1997,16,28.4,50.3,49.7,43.1,9.2,46.2,16.9,10.7,25.4,33.8,50,50,100,0,70.8,29.2
Olivia Nelson-Ododa,Connecticut Sun,1611661323,1997,16,10.7,100,0,69.1,3.6,0,0,30.9,16.4,65.5,73.7,26.3,0,0,73.7,26.3
Rebecca Allen,Connecticut Sun,1611661323,1997,16,16.7,39.7,60.3,24.7,8.2,65.8,11,9.5,21.9,16.4,44.4,55.6,93.8,6.3,76,24
Tiffany Hayes,Connecticut Sun,1611661323,1997,16,24.5,63.9,36.1,51.2,5.8,31.4,18,17.4,19.8,45.3,56.8,43.2,77.8,22.2,62.9,37.1
Tyasha Harris,Connecticut Sun,1611661323,1997,16,12.7,60.3,39.7,52.3,24.6,41.5,21.5,6.2,33.8,27.7,58.8,41.2,100,0,73.1,26.9
Alyssa Thomas,Connecticut Sun,1611661323,1998,16,36.9,100,0,75.5,7.7,0,12,24.5,24.9,67.8,60.2,39.8,0,0,60.2,39.8
Brionna Jones,Connecticut Sun,1611661323,1998,13,31.7,97.1,2.9,75.4,7.7,2.9,4.8,21.7,21.3,67.6,74.4,25.6,100,0,75,25
